geoid,total_pop,no_car
04005000300,6478,415
04005000400,5226,85
04005000500,4444,124
04005000600,5597,176
04005000700,3564,0
04005000800,3912,54
04005000900,6837,90
04005001000,7519,179
04005001101,4996,25
04005001102,7062,246
04005001200,2540,177
04005001301,6277,0
04005001302,5933,87
04005001500,3601,51
04005001600,3123,11
04005001700,3229,233
04005002000,1832,37
04005002100,7199,213
04005002200,6499,205
04005002300,4637,317
04005942201,4132,262
04005942202,3856,290
04005944900,4200,159
04005945000,3292,204
04005945100,3557,270
04005945200,4829,198
04007000100,2928,0
04007000200,2143,0
04007000301,5437,214
04007000302,2998,46
04007000400,4770,235
04007000500,4741,181
04007000600,1131,11
04007000700,911,8
04007000800,1430,106
04007000900,3440,297
04007001000,5086,221
04007001100,4157,108
04007001200,5235,337
04007001300,1620,67
04007940200,760,67
04007940400,6485,538
04009940500,4838,708
04009961100,3907,66
04009961201,3584,0
04009961202,3402,28
04009961300,3803,302
04009961400,4446,123
04009961500,4218,46
04009961600,2710,33
04009961700,5122,58
04011960100,2289,146
04011960200,3592,55
04011960300,2437,111
04012020100,2144,31
04012020201,3007,122
04012020202,793,0
04012020501,1412,34
04012020502,4159,57
04012020602,920,250
04012940200,3173,331
04012940300,4941,666
04012980000,0,0
04013010101,3868,50
04013010102,4116,0
04013030401,3877,19
04013030402,3528,6
04013040502,4738,527
04013040506,5647,153
04013040507,6599,472
04013040512,1946,38
04013040513,2885,12
04013040514,3276,14
04013040515,4319,54
04013040516,1316,0
04013040517,6474,14
04013040518,5402,126
04013040519,2375,0
04013040520,3780,66
04013040521,3200,26
04013040522,4258,86
04013040523,3178,0
04013040524,1159,14
04013040525,3162,0
04013040526,2283,42
04013040527,4e3,69
04013040528,5990,82
04013040529,3079,37
04013040530,3400,64
04013040531,2737,202
04013050603,3210,82
04013050604,3090,5
04013050605,3965,23
04013050606,6317,0
04013050607,8265,30
04013050608,8184,199
04013050609,4993,18
04013050610,7310,120
04013050611,2612,76
04013050701,5214,38
04013050702,5100,433
04013060801,5082,331
04013060802,1305,36
04013060901,4252,0
04013060902,2786,220
04013060903,4545,107
04013060904,3540,11
04013061009,6589,0
04013061010,4427,0
04013061011,6639,229
04013061012,7517,495
04013061013,5002,70
04013061014,3677,0
04013061015,5837,11
04013061016,1655,0
04013061017,3277,0
04013061018,3890,14
04013061019,2396,98
04013061020,4078,0
04013061021,1321,28
04013061022,7680,26
04013061023,8848,30
04013061024,2445,0
04013061025,5781,15
04013061026,4595,18
04013061027,5249,66
04013061028,2171,9
04013061029,5590,138
04013061030,6794,178
04013061031,1834,0
04013061032,5569,0
04013061033,5776,100
04013061034,5610,88
04013061035,6073,44
04013061036,1929,0
04013061037,3237,34
04013061038,3614,48
04013061039,3139,11
04013061040,3466,117
04013061041,3829,0
04013061042,1918,20
04013061043,2143,0
04013061044,4180,22
04013061045,4728,136
04013061046,5509,110
04013061047,3278,0
04013061100,2567,18
04013061200,5687,314
04013061300,2020,88
04013061401,1679,90
04013061402,5766,625
04013071503,4969,237
04013071504,3855,45
04013071505,6083,182
04013071506,4252,196
04013071509,4735,26
04013071510,4478,0
04013071511,3218,95
04013071512,6159,97
04013071513,1905,40
04013071514,3858,45
04013071515,3559,212
04013071516,2670,338
04013071517,3440,0
04013071600,3325,184
04013071701,2455,67
04013071702,3426,154
04013071801,5112,682
04013071802,3173,57
04013071903,6529,40
04013071906,5463,359
04013071909,3610,147
04013071910,6062,213
04013071911,3279,106
04013071912,2237,173
04013071913,4337,96
04013071914,3663,10
04013071915,4042,27
04013082002,6081,99
04013082007,4208,218
04013082008,5136,56
04013082009,5043,41
04013082010,4452,192
04013082012,4350,64
04013082016,2949,0
04013082017,3900,75
04013082018,4723,64
04013082019,2381,0
04013082020,4050,28
04013082021,2316,0
04013082022,4427,29
04013082023,4726,0
04013082024,4355,272
04013082025,1890,73
04013082026,5672,56
04013082027,3205,0
04013082028,4766,0
04013082203,5873,33
04013082204,6029,10
04013082205,5459,57
04013082206,2548,0
04013082207,1859,10
04013082208,3001,59
04013082209,2885,168
04013082210,3773,86
04013082211,4349,72
04013083000,6386,252
04013092305,4218,73
04013092306,6211,18
04013092307,6090,289
04013092308,6817,176
04013092309,4825,39
04013092311,2867,514
04013092312,4711,643
04013092401,4127,477
04013092402,3485,291
04013092500,5139,380
04013092600,3201,212
04013092705,3985,112
04013092708,2018,0
04013092709,4806,0
04013092710,4267,24
04013092711,3752,218
04013092712,3896,116
04013092713,4803,22
04013092715,3890,380
04013092716,4142,150
04013092717,5134,452
04013092718,4177,411
04013092719,5095,35
04013092720,4778,316
04013092721,2619,0
04013092723,3639,0
04013092724,3627,62
04013092801,4990,1122
04013092802,4814,666
04013092900,3496,528
04013093001,5884,647
04013093002,4476,22
04013093101,4464,654
04013093104,4549,468
04013093105,4884,509
04013093106,4187,69
04013093200,3787,176
04013103205,3039,142
04013103206,2350,0
04013103207,2645,38
04013103208,4214,122
04013103209,5222,85
04013103210,6493,378
04013103211,4787,9
04013103212,4871,14
04013103214,4158,73
04013103215,2973,0
04013103216,5834,84
04013103217,6444,303
04013103219,3421,42
04013103220,3005,113
04013103302,6833,161
04013103303,3553,60
04013103304,4632,569
04013103305,3483,91
04013103306,3364,319
04013103400,5140,104
04013103501,3208,39
04013103502,5804,229
04013103604,3991,101
04013103605,5999,12
04013103606,4037,22
04013103607,4543,60
04013103608,3643,116
04013103609,5141,324
04013103611,5279,11
04013103612,4944,133
04013103614,3358,40
04013103615,4321,321
04013103701,4725,136
04013103702,3356,18
04013103900,5713,677
04013104000,6525,729
04013104100,5762,293
04013104202,5653,91
04013104203,6459,225
04013104204,3835,160
04013104205,5291,313
04013104206,4255,45
04013104207,4494,63
04013104212,7087,17
04013104214,2208,81
04013104215,3449,72
04013104216,5479,178
04013104217,5547,297
04013104218,4146,203
04013104219,2985,55
04013104221,5904,72
04013104222,6085,299
04013104223,1977,0
04013104224,6135,309
04013104225,4131,10
04013104226,4787,100
04013104227,2415,157
04013104301,3207,0
04013104302,3784,193
04013104401,4639,518
04013104402,2300,372
04013104501,3321,424
04013104502,5585,392
04013104600,4793,525
04013104701,2693,325
04013104702,4252,259
04013104801,3744,55
04013104802,5926,158
04013104900,4485,0
04013105002,2542,10
04013105003,5165,0
04013105004,2876,64
04013105101,4448,35
04013105102,4514,17
04013105103,3378,34
04013105200,6509,413
04013105300,5261,752
04013105400,3834,90
04013105501,2507,371
04013105502,1398,177
04013105503,2802,689
04013105601,4112,134
04013105602,6167,664
04013105701,3254,74
04013105702,3958,70
04013105800,6541,63
04013105900,5257,570
04013106001,1782,257
04013106002,2399,353
04013106003,3047,199
04013106100,6443,631
04013106200,3517,37
04013106300,4976,256
04013106400,2712,125
04013106501,3218,123
04013106502,3419,257
04013106600,3911,120
04013106701,3548,936
04013106702,1357,67
04013106703,2290,102
04013106801,5568,1076
04013106802,3687,684
04013106900,7779,282
04013107000,6208,391
04013107101,4033,149
04013107102,5476,400
04013107201,4358,767
04013107202,5273,234
04013107300,6334,489
04013107400,7408,1342
04013107500,4085,337
04013107601,2949,302
04013107602,2909,100
04013107700,3755,245
04013107800,1925,34
04013107900,3999,261
04013108000,3605,0
04013108100,1876,96
04013108200,3207,123
04013108301,3244,55
04013108302,3125,62
04013108400,4822,533
04013108501,2454,130
04013108502,3254,181
04013108601,2885,383
04013108602,3986,513
04013108802,1906,455
04013108901,2884,572
04013108902,4826,575
04013109001,4477,1321
04013109002,4853,645
04013109003,5093,705
04013109101,3634,214
04013109102,6448,280
04013109200,4286,651
04013109300,3625,132
04013109400,8277,409
04013109500,5096,103
04013109601,4600,69
04013109602,6564,564
04013109603,4953,0
04013109604,3667,97
04013109701,7151,682
04013109702,3814,84
04013109703,2988,237
04013109704,2535,0
04013109705,1851,5
04013109801,4309,147
04013109802,5326,206
04013109900,6648,100
04013110001,3693,136
04013110002,4665,272
04013110100,7636,800
04013110400,5613,579
04013110501,2594,934
04013110502,2237,328
04013110600,5505,138
04013110701,2532,330
04013110702,4163,346
04013110801,4044,635
04013110802,2299,62
04013110901,3061,589
04013110902,4790,720
04013111000,4968,211
04013111100,4520,446
04013111201,5341,871
04013111202,1979,79
04013111203,936,256
04013111204,1683,55
04013111300,5120,324
04013111401,4325,279
04013111402,3707,784
04013111501,2065,140
04013111502,6808,461
04013111601,2791,173
04013111602,4990,799
04013111700,5663,607
04013111800,3596,181
04013111900,2202,144
04013112100,3831,206
04013112201,4129,422
04013112202,4749,445
04013112301,6084,946
04013112302,7100,686
04013112401,5759,359
04013112402,4573,0
04013112502,5670,145
04013112503,8202,177
04013112504,3225,283
04013112505,7323,277
04013112507,1906,152
04013112508,2545,0
04013112509,5530,309
04013112510,4858,0
04013112511,5957,55
04013112512,1778,181
04013112513,8262,45
04013112514,3590,0
04013112601,3118,704
04013112602,7030,626
04013112700,6135,898
04013112900,4667,579
04013113000,2134,379
04013113100,2054,750
04013113201,2181,564
04013113202,2279,552
04013113203,2324,315
04013113300,4956,1355
04013113400,1113,0
04013113501,4956,677
04013113502,2398,259
04013113601,3314,204
04013113602,2916,310
04013113700,7037,1004
04013113801,1828,220
04013113802,0,0
04013113900,1092,496
04013114000,2117,549
04013114100,1852,102
04013114200,1436,60
04013114301,1718,100
04013114302,1856,520
04013114401,1919,345
04013114402,2121,262
04013114500,4108,464
04013114600,2094,89
04013114703,7033,137
04013114800,2815,378
04013114900,2527,975
04013115200,1497,145
04013115300,2382,131
04013115400,2261,357
04013115500,4203,181
04013115600,3564,146
04013115700,6228,462
04013115801,4309,738
04013115802,3390,199
04013115900,4283,222
04013116000,5510,359
04013116100,4033,493
04013116202,5484,49
04013116203,4053,144
04013116204,3899,12
04013116205,4238,514
04013116300,6728,305
04013116400,5634,209
04013116500,5281,260
04013116602,8142,568
04013116603,4528,0
04013116604,2901,75
04013116605,4345,0
04013116606,5666,445
04013116607,2502,48
04013116608,3212,104
04013116609,2667,72
04013116610,4157,8
04013116611,2696,0
04013116612,4532,18
04013116613,4346,212
04013116702,7394,721
04013116703,3753,166
04013116704,7202,242
04013116707,2920,39
04013116708,5471,99
04013116709,1628,38
04013116710,5160,44
04013116711,1925,0
04013116712,7164,135
04013116713,5939,35
04013116714,3531,26
04013116715,2241,15
04013116717,3277,140
04013116718,2757,81
04013116719,6704,55
04013116720,4309,38
04013116721,3943,5
04013116725,4817,24
04013116727,4395,0
04013116728,5084,148
04013116729,4772,0
04013116730,1772,0
04013116731,3590,0
04013116732,4107,204
04013116733,353,0
04013116800,2888,300
04013116900,2518,51
04013117000,7155,1396
04013117100,2865,171
04013117200,1812,223
04013117300,1271,339
04013216806,2853,97
04013216807,5300,87
04013216809,5494,0
04013216810,1230,94
04013216813,4042,0
04013216816,5769,81
04013216818,6647,187
04013216819,6021,48
04013216820,4315,42
04013216821,5551,132
04013216822,3985,83
04013216826,4551,299
04013216829,4270,0
04013216830,3113,255
04013216831,2828,0
04013216832,2261,35
04013216833,4532,0
04013216834,2269,62
04013216835,2176,14
04013216836,3910,84
04013216837,5302,450
04013216838,4580,48
04013216839,4083,27
04013216840,4554,0
04013216841,2919,0
04013216842,3677,90
04013216843,3462,0
04013216844,2890,205
04013216845,2072,138
04013216846,7001,55
04013216847,4717,17
04013216848,5743,0
04013216849,6509,73
04013216850,4862,160
04013216851,3319,26
04013216852,2914,24
04013216853,4836,308
04013216901,2736,9
04013216902,4007,41
04013217001,4054,52
04013217002,5799,29
04013217101,2480,98
04013217102,2664,0
04013217201,1344,256
04013217203,3003,192
04013217204,2460,291
04013217300,2494,118
04013217400,3324,123
04013217501,4205,544
04013217502,2751,141
04013217600,4004,511
04013217700,4762,77
04013217800,6405,286
04013217900,4435,215
04013218000,5331,180
04013218100,1753,31
04013218200,5059,177
04013218300,4180,158
04013318400,4151,332
04013318501,3011,69
04013318700,5203,118
04013318800,6028,346
04013318900,6370,228
04013319000,5047,79
04013319101,2840,740
04013319103,5172,1254
04013319104,6051,627
04013319201,5135,630
04013319202,2622,391
04013319300,2388,353
04013319401,5932,27
04013319402,4037,16
04013319403,4896,107
04013319404,3609,238
04013319500,5293,281
04013319600,5658,510
04013319703,4425,133
04013319704,1562,68
04013319705,3621,184
04013319706,5392,222
04013319800,7484,557
04013319902,2487,146
04013319903,6120,96
04013319904,4960,34
04013319905,5252,32
04013319906,3293,113
04013319907,2394,0
04013319908,2451,139
04013319909,2317,85
04013319910,4197,0
04013320001,6567,483
04013320002,5577,665
04013320007,6247,434
04013320100,2648,106
04013420104,4810,64
04013420105,4575,33
04013420107,6191,0
04013420108,1401,0
04013420109,3676,48
04013420110,5382,186
04013420111,4366,296
04013420112,3449,0
04013420113,3655,208
04013420114,3724,311
04013420115,2722,26
04013420116,2816,150
04013420202,4887,91
04013420206,3976,115
04013420207,2592,11
04013420208,5382,210
04013420209,4051,181
04013420210,5042,185
04013420211,4575,60
04013420212,2884,18
04013420213,2890,88
04013420214,3676,157
04013420215,1566,0
04013420216,3890,324
04013420301,2256,14
04013420302,4855,96
04013420303,4306,120
04013420304,941,0
04013420401,4047,76
04013420402,1492,0
04013420501,6202,285
04013420503,3004,99
04013420504,3157,57
04013420602,4858,27
04013420603,3339,149
04013420604,3956,37
04013420704,4556,48
04013420705,3687,18
04013420706,4397,82
04013420707,3111,178
04013420708,3864,607
04013420709,3696,195
04013420710,3098,74
04013420800,4972,113
04013420901,2870,21
04013420902,3325,24
04013421001,4431,463
04013421002,2268,255
04013421101,4299,266
04013421102,6583,485
04013421201,4120,108
04013421202,4287,89
04013421302,6388,657
04013421303,5038,338
04013421304,2584,254
04013421400,2636,354
04013421501,3151,330
04013421502,2725,69
04013421601,2918,174
04013421602,4106,485
04013421701,5034,328
04013421702,2875,46
04013421801,2888,80
04013421802,4599,191
04013421901,3943,105
04013421902,5188,414
04013422001,4307,303
04013422002,3949,196
04013422102,4221,224
04013422103,4172,690
04013422104,5887,655
04013422105,2840,94
04013422106,5009,867
04013422107,3227,510
04013422203,4901,238
04013422204,2942,65
04013422205,1515,13
04013422209,6226,301
04013422210,5691,16
04013422211,2621,64
04013422212,4196,45
04013422213,2346,45
04013422215,1920,0
04013422216,5376,70
04013422217,3694,35
04013422218,3088,90
04013422219,2871,28
04013422220,2012,0
04013422221,3195,133
04013422222,1777,0
04013422301,5988,218
04013422302,4900,110
04013422304,2450,30
04013422305,6153,19
04013422307,5424,31
04013422308,5594,57
04013422309,5703,66
04013422401,2876,137
04013422402,4984,16
04013422403,5614,6
04013422404,4515,11
04013422501,5453,174
04013422502,5839,99
04013422503,6519,433
04013422504,4728,199
04013422506,5149,56
04013422507,4672,27
04013422508,3810,62
04013422509,5098,122
04013422510,3331,15
04013422511,3146,30
04013422512,5508,40
04013422513,4289,67
04013422514,4029,22
04013422606,9213,0
04013422607,5022,350
04013422609,3320,356
04013422610,3093,38
04013422615,6366,22
04013422616,4852,74
04013422617,6259,22
04013422618,3226,46
04013422620,3746,48
04013422621,4302,14
04013422622,3923,49
04013422623,5053,18
04013422624,3381,79
04013422625,3998,648
04013422626,2505,355
04013422627,3217,169
04013422628,3295,112
04013422629,2752,102
04013422630,4565,64
04013422631,3561,11
04013422632,3611,0
04013422633,2489,140
04013422634,4629,32
04013422635,1851,15
04013422636,2252,113
04013422637,3303,369
04013422638,3534,214
04013422639,4249,64
04013422640,5354,160
04013422641,6270,0
04013422642,5902,63
04013422643,6182,112
04013422644,7083,22
04013422646,5436,32
04013522800,2742,24
04013522901,4079,71
04013522903,4738,293
04013522904,4547,378
04013523002,7032,523
04013523003,6066,207
04013523005,4996,24
04013523006,5520,322
04013523102,5199,344
04013523103,5811,313
04013523104,6200,397
04013610000,6577,35
04013610100,481,22
04013610200,7215,113
04013610300,7669,144
04013610400,4944,62
04013610500,5348,99
04013610600,4795,0
04013610700,5699,80
04013610800,2289,28
04013610900,5456,0
04013611000,2421,0
04013611100,2742,0
04013611200,5603,72
04013611300,3149,0
